Compound,Assay,PoD,Activity,Business line,MoA,Code,Description,All_Inactive
SYN547341,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-4.40428338,active,Weed control,ACC,CSCS232365,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN547341,UL64_Autophagy_LC3_3h_6h_24h_EP_3,,inactive,Weed control,ACC,CSCS232365,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
SYN547341,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCS232365,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN547341,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCS232365,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN547341,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCS232365,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN547341,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCS232365,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN547341,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCS232365,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN547341,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCS232365,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN547341,VU_resazurin_24h,,inactive,Weed control,ACC,CSCS232365,cytotoxicity,False
SYN547341,VU_resazurin_72h,,inactive,Weed control,ACC,CSCS232365,cytotoxicity,False
SYN547341,VU_seahorse,,inactive,Weed control,ACC,CSCS232365,mitotoxicity,False
SYN548096,BDS10a_metab_PPARa_ago_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor agonism,False
SYN548096,BDS10b_metab_PPARa_anta_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor antagonism,False
SYN548096,BDS11a_metab_PPARg_ago_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor agonism,False
SYN548096,BDS11b_metab_PPARg_anta_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor antagonism,True
SYN548096,BDS12a_metab_PPARd_ago_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor agonism,False
SYN548096,BDS12b_metab_PPARd_anta_24h,,inactive,Weed control,ACC,CSCV853968,peroxisome proliferator activated receptor antagonism,False
SYN548096,BDS13a_xenob_AhR_ago_24h,,inactive,Weed control,ACC,CSCV853968,aryl hydrocarbon receptor agonism,False
SYN548096,BDS14a_hypox_Hif1a_act_24h,,inactive,Weed control,ACC,CSCV853968,Hif1a pathway activation,False
SYN548096,BDS15a_Wnt_TCF_act_24h,,inactive,Weed control,ACC,CSCV853968,Wnt pathway activation,True
SYN548096,BDS15b_Wnt_TCF_inhib_24h,,inactive,Weed control,ACC,CSCV853968,Wnt pathway inhibition,True
SYN548096,BDS16a_regul_AP1_act_24h,,inactive,Weed control,ACC,CSCV853968,AP1 pathway activation,True
SYN548096,BDS17a_stres_ESRE_act_24h,,inactive,Weed control,ACC,CSCV853968,ESRE pathway activation,False
SYN548096,BDS1a_EDC_ERa_ago_24h,,inactive,Weed control,ACC,CSCV853968,estrogen receptor agonism,False
SYN548096,BDS1b_EDC_ERa_anta_24h,,inactive,Weed control,ACC,CSCV853968,estrogen receptor antagonism,True
SYN548096,BDS20a_geno_p21_act_24h,,inactive,Weed control,ACC,CSCV853968,p21 pathway activation,False
SYN548096,BDS21a_geno_p53_act_24h,,inactive,Weed control,ACC,CSCV853968,p53 pathway activation,False
SYN548096,BDS22a_tox_cytotox_act_24h,,inactive,Weed control,ACC,CSCV853968,cytotoxicity,False
SYN548096,BDS2a_EDC_AR_ago_24h,,inactive,Weed control,ACC,CSCV853968,androgen receptor agonism,True
SYN548096,BDS2b_EDC_AR_anta_24h,,inactive,Weed control,ACC,CSCV853968,androgen receptor antagonism,False
SYN548096,BDS3a_EDC_PR_ago_24h,,inactive,Weed control,ACC,CSCV853968,progesterone receptor agonism,True
SYN548096,BDS3b_EDC_PR_anta_24h,,inactive,Weed control,ACC,CSCV853968,progesterone receptor antagonism,False
SYN548096,BDS4a_EDC_GR_ago_24h,,inactive,Weed control,ACC,CSCV853968,glucocorticoid receptor agonism,True
SYN548096,BDS4b_EDC_GR_anta_24h,,inactive,Weed control,ACC,CSCV853968,glucocorticoid receptor antagonism,True
SYN548096,BDS5a_EDC_TRb_ago_24h,,inactive,Weed control,ACC,CSCV853968,thyroid hormone receptor agonism,True
SYN548096,BDS5b_EDC_TRb_anta_24h,,inactive,Weed control,ACC,CSCV853968,thyroid hormone receptor antagonism,True
SYN548096,BDS7a_repro_RAR_ago_24h,,inactive,Weed control,ACC,CSCV853968,retinoic acid receptor agonism,True
SYN548096,BDS7b_repro_RAR_anta_24h,,inactive,Weed control,ACC,CSCV853968,retinoic acid receptor antagonism,True
SYN548096,BDS8a_metab_LXR_ago_24h,,inactive,Weed control,ACC,CSCV853968,liver X receptor agonism,True
SYN548096,BDS8b_metab_LXR_anta_24h,,inactive,Weed control,ACC,CSCV853968,liver X receptor antagonism,True
SYN548096,BDS9a_xenob_PXR_ago_24h,,inactive,Weed control,ACC,CSCV853968,pregnane X receptor agonism,False
SYN548096,BDS9b_xenob_PXR_anta_24h,,inactive,Weed control,ACC,CSCV853968,pregnane X receptor antagonism,True
SYN548096,UKN2_migration,,inactive,Weed control,ACC,CSCV853968,number of migrated cells,False
SYN548096,UKN4a_DART_LUH_neurite_24h,,inactive,Weed control,ACC,CSCV853968,neurite area,False
SYN548096,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-3.655175612,active,Weed control,ACC,CSCV853968,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-3.69894829,active,Weed control,ACC,CSCV853968,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Weed control,ACC,CSCV853968,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,False
SYN548096,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Weed control,ACC,CSCV853968,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,False
SYN548096,UL55_OXstress_NRF2_3h_6h_24h_EP_3,,inactive,Weed control,ACC,CSCV853968,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,False
SYN548096,UL56_OXstress_Keap1_16h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,False
SYN548096,UL56_OXstress_Keap1_16h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,False
SYN548096,UL56_OXstress_Keap1_16h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,False
SYN548096,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,True
SYN548096,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,True
SYN548096,UL58_DNAdamage_p21_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548096,UL58_DNAdamage_p21_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548096,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,True
SYN548096,UL59_DNAdamage_p53_16h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548096,UL59_DNAdamage_p53_16h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548096,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,True
SYN548096,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,False
SYN548096,UL61_ERstress_CHOP_16h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,False
SYN548096,UL61_ERstress_CHOP_16h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,False
SYN548096,UL61_ERstress_CHOP_16h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,False
SYN548096,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,True
SYN548096,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,True
SYN548096,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,-3.78608399,active,Weed control,ACC,CSCV853968,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-3.819501377,active,Weed control,ACC,CSCV853968,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,UL64_Autophagy_LC3_3h_6h_24h_EP_3,,inactive,Weed control,ACC,CSCV853968,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
SYN548096,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,,inactive,Weed control,ACC,CSCV853968,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
SYN548096,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,,inactive,Weed control,ACC,CSCV853968,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
SYN548096,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,,inactive,Weed control,ACC,CSCV853968,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
SYN548096,VU_resazurin_24h,,inactive,Weed control,ACC,CSCV853968,cytotoxicity,False
SYN548096,VU_resazurin_72h,,inactive,Weed control,ACC,CSCV853968,cytotoxicity,False
SYN548096,VU_seahorse,,inactive,Weed control,ACC,CSCV853968,mitotoxicity,False
Brequinar,BDS10a_metab_PPARa_ago_24h,-6.5,active,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor agonism,False
Brequinar,BDS10b_metab_PPARa_anta_24h,,inactive,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor antagonism,False
Brequinar,BDS11a_metab_PPARg_ago_24h,-5.0,active,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor agonism,False
Brequinar,BDS11b_metab_PPARg_anta_24h,,inactive,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor antagonism,True
Brequinar,BDS12a_metab_PPARd_ago_24h,-5.9,active,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor agonism,False
Brequinar,BDS12b_metab_PPARd_anta_24h,,inactive,Disease control,DHOD,CSAA535232,peroxisome proliferator activated receptor antagonism,False
Brequinar,BDS13a_xenob_AhR_ago_24h,-4.0,active,Disease control,DHOD,CSAA535232,aryl hydrocarbon receptor agonism,False
Brequinar,BDS14a_hypox_Hif1a_act_24h,-6.5,active,Disease control,DHOD,CSAA535232,Hif1a pathway activation,False
Brequinar,BDS15a_Wnt_TCF_act_24h,,inactive,Disease control,DHOD,CSAA535232,Wnt pathway activation,True
Brequinar,BDS15b_Wnt_TCF_inhib_24h,,inactive,Disease control,DHOD,CSAA535232,Wnt pathway inhibition,True
Brequinar,BDS16a_regul_AP1_act_24h,,inactive,Disease control,DHOD,CSAA535232,AP1 pathway activation,True
Brequinar,BDS17a_stres_ESRE_act_24h,-3.6,active,Disease control,DHOD,CSAA535232,ESRE pathway activation,False
Brequinar,BDS1a_EDC_ERa_ago_24h,,inactive,Disease control,DHOD,CSAA535232,estrogen receptor agonism,False
Brequinar,BDS1b_EDC_ERa_anta_24h,,inactive,Disease control,DHOD,CSAA535232,estrogen receptor antagonism,True
Brequinar,BDS20a_geno_p21_act_24h,-7.4,active,Disease control,DHOD,CSAA535232,p21 pathway activation,False
Brequinar,BDS21a_geno_p53_act_24h,-7.0,active,Disease control,DHOD,CSAA535232,p53 pathway activation,False
Brequinar,BDS22a_tox_cytotox_act_24h,-3.7,active,Disease control,DHOD,CSAA535232,cytotoxicity,False
Brequinar,BDS2a_EDC_AR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,androgen receptor agonism,True
Brequinar,BDS2b_EDC_AR_anta_24h,-7.0,active,Disease control,DHOD,CSAA535232,androgen receptor antagonism,False
Brequinar,BDS3a_EDC_PR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,progesterone receptor agonism,True
Brequinar,BDS3b_EDC_PR_anta_24h,-7.0,active,Disease control,DHOD,CSAA535232,progesterone receptor antagonism,False
Brequinar,BDS4a_EDC_GR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,glucocorticoid receptor agonism,True
Brequinar,BDS4b_EDC_GR_anta_24h,,inactive,Disease control,DHOD,CSAA535232,glucocorticoid receptor antagonism,True
Brequinar,BDS5a_EDC_TRb_ago_24h,,inactive,Disease control,DHOD,CSAA535232,thyroid hormone receptor agonism,True
Brequinar,BDS5b_EDC_TRb_anta_24h,,inactive,Disease control,DHOD,CSAA535232,thyroid hormone receptor antagonism,True
Brequinar,BDS7a_repro_RAR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,retinoic acid receptor agonism,True
Brequinar,BDS7b_repro_RAR_anta_24h,,inactive,Disease control,DHOD,CSAA535232,retinoic acid receptor antagonism,True
Brequinar,BDS8a_metab_LXR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,liver X receptor agonism,True
Brequinar,BDS8b_metab_LXR_anta_24h,,inactive,Disease control,DHOD,CSAA535232,liver X receptor antagonism,True
Brequinar,BDS9a_xenob_PXR_ago_24h,,inactive,Disease control,DHOD,CSAA535232,pregnane X receptor agonism,False
Brequinar,BDS9b_xenob_PXR_anta_24h,,inactive,Disease control,DHOD,CSAA535232,pregnane X receptor antagonism,True
Brequinar,UKN2_migration,-4.7,active,Disease control,DHOD,CSAA535232,number of migrated cells,False
Brequinar,UKN4a_DART_LUH_neurite_24h,-4.2,active,Disease control,DHOD,CSAA535232,neurite area,False
Brequinar,UL53_OXstress_SRXN1_24h_48h_72h_EP_1,-4.210278306,active,Disease control,DHOD,CSAA535232,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL53_OXstress_SRXN1_24h_48h_72h_EP_2,-4.22475374,active,Disease control,DHOD,CSAA535232,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL53_OXstress_SRXN1_24h_48h_72h_EP_3,-4.263205245,active,Disease control,DHOD,CSAA535232,SRXN1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,UL54_OXstress_HMOX1_24h_48h_72h_EP_1,-4.056109952,active,Disease control,DHOD,CSAA535232,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL54_OXstress_HMOX1_24h_48h_72h_EP_2,-4.819300799,active,Disease control,DHOD,CSAA535232,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL54_OXstress_HMOX1_24h_48h_72h_EP_3,,inactive,Disease control,DHOD,CSAA535232,HMOX1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,UL55_OXstress_NRF2_3h_6h_24h_EP_1,,inactive,Disease control,DHOD,CSAA535232,NRF2-GFP protein expression in the nucleus; PoD at timepoint 3h,False
Brequinar,UL55_OXstress_NRF2_3h_6h_24h_EP_2,,inactive,Disease control,DHOD,CSAA535232,NRF2-GFP protein expression in the nucleus; PoD at timepoint 6h,False
Brequinar,UL55_OXstress_NRF2_3h_6h_24h_EP_3,,inactive,Disease control,DHOD,CSAA535232,NRF2-GFP protein expression in the nucleus; PoD at timepoint 24h,False
Brequinar,UL56_OXstress_Keap1_16h_48h_72h_EP_1,-4.114808459,active,Disease control,DHOD,CSAA535232,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 16h,False
Brequinar,UL56_OXstress_Keap1_16h_48h_72h_EP_2,,inactive,Disease control,DHOD,CSAA535232,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 48h,False
Brequinar,UL56_OXstress_Keap1_16h_48h_72h_EP_3,,inactive,Disease control,DHOD,CSAA535232,Keap1 foci counts in the cytoplasm per cell; PoD at timepoint 72h,False
Brequinar,UL57_DNAdamage_Btg2_24h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 24h,True
Brequinar,UL57_DNAdamage_Btg2_24h_48h_72h_EP_2,-5.149966742,active,Disease control,DHOD,CSAA535232,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL57_DNAdamage_Btg2_24h_48h_72h_EP_3,-5.216811309,active,Disease control,DHOD,CSAA535232,Btg2-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,UL58_DNAdamage_p21_24h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,p21-GFP protein expression in the nucleus; PoD at timepoint 24h,True
Brequinar,UL58_DNAdamage_p21_24h_48h_72h_EP_2,-6.0,active,Disease control,DHOD,CSAA535232,p21-GFP protein expression in the nucleus; PoD at timepoint 48h,False
Brequinar,UL58_DNAdamage_p21_24h_48h_72h_EP_3,-6.0,active,Disease control,DHOD,CSAA535232,p21-GFP protein expression in the nucleus; PoD at timepoint 72h,False
Brequinar,UL59_DNAdamage_p53_16h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,p53-GFP protein expression in the nucleus; PoD at timepoint 16h,True
Brequinar,UL59_DNAdamage_p53_16h_48h_72h_EP_2,-6.698970004,active,Disease control,DHOD,CSAA535232,p53-GFP protein expression in the nucleus; PoD at timepoint 48h,False
Brequinar,UL59_DNAdamage_p53_16h_48h_72h_EP_3,-6.698970004,active,Disease control,DHOD,CSAA535232,p53-GFP protein expression in the nucleus; PoD at timepoint 72h,False
Brequinar,UL60_DNAdamage_53bp1_16h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,53bp1 foci count in the nucleus per cell; PoD at timepoint 24h,True
Brequinar,UL60_DNAdamage_53bp1_16h_48h_72h_EP_2,,inactive,Disease control,DHOD,CSAA535232,53bp1 foci count in the nucleus per cell; PoD at timepoint 48h,False
Brequinar,UL61_ERstress_CHOP_16h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,CHOP-GFP protein expression in the nucleus; PoD at timepoint 16h,False
Brequinar,UL61_ERstress_CHOP_16h_48h_72h_EP_2,-4.189431471,active,Disease control,DHOD,CSAA535232,CHOP-GFP protein expression in the nucleus; PoD at timepoint 48h,False
Brequinar,UL61_ERstress_CHOP_16h_48h_72h_EP_3,-4.271321633,active,Disease control,DHOD,CSAA535232,CHOP-GFP protein expression in the nucleus; PoD at timepoint 72h,False
Brequinar,UL62_ERstress_BiP_24h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL62_ERstress_BiP_24h_48h_72h_EP_2,,inactive,Disease control,DHOD,CSAA535232,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 48h,True
Brequinar,UL62_ERstress_BiP_24h_48h_72h_EP_3,,inactive,Disease control,DHOD,CSAA535232,BiP-GFP protein expression in the cytoplasm; PoD at timepoint 72h,True
Brequinar,UL63_INFstress_ICAM1_24h_48h_72h_EP_1,-4.126388803,active,Disease control,DHOD,CSAA535232,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL63_INFstress_ICAM1_24h_48h_72h_EP_2,-4.332827328,active,Disease control,DHOD,CSAA535232,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL63_INFstress_ICAM1_24h_48h_72h_EP_3,-4.995248844,active,Disease control,DHOD,CSAA535232,ICAM1-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,UL64_Autophagy_LC3_3h_6h_24h_EP_3,,inactive,Disease control,DHOD,CSAA535232,LC3 foci count in the cytoplasm per cell; PoD at timepoint 24h,False
Brequinar,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_1,,inactive,Disease control,DHOD,CSAA535232,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_2,,inactive,Disease control,DHOD,CSAA535232,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL65_HeatShock_HSPA1B_24h_48h_72h_EP_3,,inactive,Disease control,DHOD,CSAA535232,HSPA1B-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_1,-4.144359719,active,Disease control,DHOD,CSAA535232,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 24h,False
Brequinar,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_2,-4.132296867,active,Disease control,DHOD,CSAA535232,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 48h,False
Brequinar,UL66_HeavyMetal_MT1X_24h_48h_72h_EP_3,-4.1035289,active,Disease control,DHOD,CSAA535232,MT1X-GFP protein expression in the cytoplasm; PoD at timepoint 72h,False
Brequinar,VU_resazurin_24h,,inactive,Disease control,DHOD,CSAA535232,cytotoxicity,False
Brequinar,VU_resazurin_72h,-4.301029995663981,active,Disease control,DHOD,CSAA535232,cytotoxicity,False
Brequinar,VU_seahorse,,inactive,Disease control,DHOD,CSAA535232,mitotoxicity,False
SYN546763,BDS10a_metab_PPARa_ago_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor agonism,False
SYN546763,BDS10b_metab_PPARa_anta_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor antagonism,False
SYN546763,BDS11a_metab_PPARg_ago_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor agonism,False
SYN546763,BDS11b_metab_PPARg_anta_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor antagonism,True
SYN546763,BDS12a_metab_PPARd_ago_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor agonism,False
SYN546763,BDS12b_metab_PPARd_anta_24h,,inactive,Disease control,Unknown,CSCN458537,peroxisome proliferator activated receptor antagonism,False
SYN546763,BDS13a_xenob_AhR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,aryl hydrocarbon receptor agonism,False
SYN546763,BDS14a_hypox_Hif1a_act_24h,-5.0,active,Disease control,Unknown,CSCN458537,Hif1a pathway activation,False
SYN546763,BDS15a_Wnt_TCF_act_24h,,inactive,Disease control,Unknown,CSCN458537,Wnt pathway activation,True
SYN546763,BDS15b_Wnt_TCF_inhib_24h,,inactive,Disease control,Unknown,CSCN458537,Wnt pathway inhibition,True
SYN546763,BDS16a_regul_AP1_act_24h,,inactive,Disease control,Unknown,CSCN458537,AP1 pathway activation,True
SYN546763,BDS17a_stres_ESRE_act_24h,,inactive,Disease control,Unknown,CSCN458537,ESRE pathway activation,False
SYN546763,BDS1a_EDC_ERa_ago_24h,-4.7,active,Disease control,Unknown,CSCN458537,estrogen receptor agonism,False
SYN546763,BDS1b_EDC_ERa_anta_24h,,inactive,Disease control,Unknown,CSCN458537,estrogen receptor antagonism,True
SYN546763,BDS20a_geno_p21_act_24h,,inactive,Disease control,Unknown,CSCN458537,p21 pathway activation,False
SYN546763,BDS21a_geno_p53_act_24h,,inactive,Disease control,Unknown,CSCN458537,p53 pathway activation,False
SYN546763,BDS22a_tox_cytotox_act_24h,-4.1,active,Disease control,Unknown,CSCN458537,cytotoxicity,False
SYN546763,BDS2a_EDC_AR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,androgen receptor agonism,True
SYN546763,BDS2b_EDC_AR_anta_24h,-4.8,active,Disease control,Unknown,CSCN458537,androgen receptor antagonism,False
SYN546763,BDS3a_EDC_PR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,progesterone receptor agonism,True
SYN546763,BDS3b_EDC_PR_anta_24h,-4.4,active,Disease control,Unknown,CSCN458537,progesterone receptor antagonism,False
SYN546763,BDS4a_EDC_GR_ago_24h,,inactive,Disease control,Unknown,CSCN458537,glucocorticoid receptor agonism,True
SYN546763,BDS4b_EDC_GR_anta_24h,,inactive,Disease control,Unknown,CSCN458537,glucocorticoid receptor antagonism,True
SYN546763,BDS5a_EDC_TRb_ago_24h,,inactive,Disease control,Unknown,CSCN458537,thyroid hormone receptor agonism,True
